name,address,lat,lon,capacity,hour_price,day_price,rating,paid,guarded,indoor,warm,truck_parking,cash_payment,card_payment,qr_payment,public_access,open_24_7,url
Автостоянка,"улица Розыбакиева, 103в",43.231412,76.888939,40.0,,500.0,5.0,True,True,False,False,False,True,False,False,True,True,https://2gis.kz/almaty/firm/70000001054954379?stat=eyJwYXJlbnRUYWJJZCI6IjM5ZDYzYmY1LTM2ZGQtNDFjNy05NjFlLTI1MTk4ZThjNzQ2MiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjN9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ5NTQzNzkiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODg4OTM5LCJsYXQiOjQzLjIzMTQxMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzUxODY1NDMiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQyODEiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoyNy4xOTE3ODAwOTAzMzIwMywiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU0OTU0Mzc4IiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjN9fQ%3D%3D
Парковка,"Керей-Жанибек хандар улица, 558/1",43.257023,76.932588,,,,0.0,False,False,False,False,False,False,False,False,True,True,https://2gis.kz/almaty/firm/70030076861608325?stat=eyJwYXJlbnRUYWJJZCI6IjkyMjIyNTQ0LTk3MzUtNGE3ZS1iZTg1LWU5YzFkM2I5NjI2MiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjd9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY4NjE2MDgzMjUiLCJ0eXBlIjoicGFya2luZyIsInN1YnR5cGUiOiJncm91bmQiLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfS1oiLCJzZWdtZW50SWQiOiI2NyJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjo3Ni45MzI1ODgsImxhdCI6NDMuMjU3MDIzfSwicmVsZXZhbmNlIjoxMy4yMzQ5NjUzMjQ0MDE4NTUsInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjd9fQ%3D%3D
Parking,"Керей-Жанибек хандар улица, 558/1",43.21847,76.842083,80.0,100.0,,0.0,True,True,False,False,False,False,False,True,True,False,https://2gis.kz/almaty/firm/70000001089994206?stat=eyJwYXJlbnRUYWJJZCI6IjNiM2YwMGQ5LTU2Y2QtNDU4MS05YTZhLTg5NzViYzAwZGRiNiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjV9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwODk5OTQyMDYiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODQyMDgzLCJsYXQiOjQzLjIxODQ3fSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiNzAwMzAwNzY5MTI1MzM0NTUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiOTQzMDQ2ODI4MTc2MTg3MCIsInR5cGUiOiJwYXJraW5nIn1dLCJyZWxldmFuY2UiOjE0LjkwNDE4NjI0ODc3OTI5NywiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjYwMzQwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwODk5OTQyMDUiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6NX19
Сайран-2,"5-й микрорайон, 40Б",43.234149,76.865536,70.0,500.0,500.0,5.0,True,True,True,False,False,True,False,True,True,False,https://2gis.kz/almaty/firm/9429940000799990?stat=eyJwYXJlbnRUYWJJZCI6ImIxOTRhY2ZlLTcwNzEtNDZiYi1hMWM2LWZmY2UwMGJhN2NhNyIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDA3OTk5OTAiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODY1NTM2LCJsYXQiOjQzLjIzNDE0OX0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzUxMDg1NjUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQzMTgiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxMC4wNDY5ODQ2NzI1NDYzODcsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI0MDkiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI5NDI5OTQ4NTkwNzM0NTgyIiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjExfX0%3D
Автостоянка №26,"улица Толе би, 287г",43.244332,76.849427,400.0,,400.0,4.0,True,True,False,False,False,True,False,False,True,False,https://2gis.kz/almaty/firm/9429940000791465?stat=eyJwYXJlbnRUYWJJZCI6IjNiM2YwMGQ5LTU2Y2QtNDU4MS05YTZhLTg5NzViYzAwZGRiNiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjEyfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDA3OTE0NjUiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODQ5NDI3LCJsYXQiOjQzLjI0NDMzMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzQ5NzYxNDUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQyOTMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjo5LjM4NzAzMzQ2MjUyNDQxNCwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6Ijk0Mjk5NDg1OTA3MjYwNTciLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6MTJ9fQ%3D%3D
Парковка ТРК Глобус,"Керей-Жанибек хандар улица, 558/1",43.240032,76.905234,,300.0,,1.0,True,False,False,False,False,True,False,True,True,True,https://2gis.kz/almaty/firm/70000001054917224?stat=eyJwYXJlbnRUYWJJZCI6IjBjZjdkZjk4LTJmNTAtNDdiNi04MzZiLWM0YTZhNzZlOTIzNyIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjl9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ5MTcyMjQiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA1MjM0LCJsYXQiOjQzLjI0MDAzMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzAyNzY2MzM2IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6Ijk0MzA0NjgyODE3NjE4MTAiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxMi42ODc1MjI4ODgxODM1OTQsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI2MDM0MCIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU0OTE3MjIzIiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjl9fQ%3D%3D
Маржан Н.,"улица Уалиханова, 49",43.261635,76.95065,200.0,,1200.0,5.0,True,True,True,False,False,True,False,False,True,True,https://2gis.kz/almaty/firm/9429940001288516?stat=eyJwYXJlbnRUYWJJZCI6ImNjN2NhMzBjLWNiNTUtNDNhZi1iY2MxLTY5NzA3YTQzYjZiZCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjUwfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDEyODg1MTYiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTUwNjUsImxhdCI6NDMuMjYxNjM1fSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiOTQzMDA0NzM3NDk4ODE5MSIsInR5cGUiOiJidWlsZGluZyJ9LHsiaWQiOiI5NDMwNDY4MjgxNzYyMjgzIiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6NS43MTg0NTc2OTg4MjIwMjE1LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNDA5IiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiOTQyOTk0ODU5MDk4NjM2NCIsImNvbnRleHRSdWJyaWMiOiI2MDM0MCIsImhhc01vZGVsIjpmYWxzZSwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo1MH19
Парковка ТРК Глобус,"Керей-Жанибек хандар улица, 558/1",43.240032,76.905234,,300.0,,1.0,True,False,False,False,False,True,False,True,True,True,https://2gis.kz/almaty/firm/70000001054917224?stat=eyJwYXJlbnRUYWJJZCI6IjkyMjIyNTQ0LTk3MzUtNGE3ZS1iZTg1LWU5YzFkM2I5NjI2MiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjl9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ5MTcyMjQiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA1MjM0LCJsYXQiOjQzLjI0MDAzMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzAyNzY2MzM2IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6Ijk0MzA0NjgyODE3NjE4MTAiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxMi42ODc1MjI4ODgxODM1OTQsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI2MDM0MCIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU0OTE3MjIzIiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjl9fQ%3D%3D
Автостоянка №26,"улица Толе би, 287г",43.244332,76.849427,400.0,,400.0,4.0,True,True,False,False,False,True,False,False,True,False,https://2gis.kz/almaty/firm/9429940000791465?stat=eyJwYXJlbnRUYWJJZCI6IjBjZjdkZjk4LTJmNTAtNDdiNi04MzZiLWM0YTZhNzZlOTIzNyIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjEyfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDA3OTE0NjUiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODQ5NDI3LCJsYXQiOjQzLjI0NDMzMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzQ5NzYxNDUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQyOTMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjo5LjM4NzAzMzQ2MjUyNDQxNCwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6Ijk0Mjk5NDg1OTA3MjYwNTciLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6MTJ9fQ%3D%3D
Alva,"Керей-Жанибек хандар улица, 558/1",43.237451,76.881078,,,,1.0,False,False,False,False,False,False,False,False,True,True,https://2gis.kz/almaty/firm/70000001094799026?stat=eyJwYXJlbnRUYWJJZCI6IjBjZjdkZjk4LTJmNTAtNDdiNi04MzZiLWM0YTZhNzZlOTIzNyIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjh9LCJwbGFjZUl0ZW0iOnsiYWRzSWQiOiIxMjI5MTIxNzIyOTczNzE0MTc5IiwiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwOTQ3OTkwMjYiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0L%2FQsNGA0LrQvtCy0LrQsCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODgxMDc4LCJsYXQiOjQzLjIzNzQ1MX0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2OTkzNzQ0NTg0IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6IjcwMDMwMDc3MDk4NzEwMzk5IiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6MTMuMDgyMzQxMTk0MTUyODMyLCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiMTEwMzIwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwODI2OTA2NDQiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6OH19
Парковка ТЦ City Center,"Керей-Жанибек хандар улица, 558/1",43.252311,76.911828,,,,0.0,False,False,False,False,False,False,False,False,True,True,https://2gis.kz/almaty/firm/70000001101612553?stat=eyJwYXJlbnRUYWJJZCI6ImNjN2NhMzBjLWNiNTUtNDNhZi1iY2MxLTY5NzA3YTQzYjZiZCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjQ5fSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6IjcwMDAwMDAxMTAxNjEyNTUzIiwidHlwZSI6ImJyYW5jaCIsInNlZ21lbnRJbmZvIjp7ImJhc2VMb2NhbGUiOiJydV9LWiIsInNlZ21lbnRJZCI6IjY3In19LCJiZXN0S2V5d29yZCI6ItCf0LDRgNC60L7QstC60LgiLCJnZW9Qb3NpdGlvbiI6eyJsb24iOjc2LjkxMTgyOCwibGF0Ijo0My4yNTIzMTF9LCJoeWJyaWRFbnRpdGllcyI6W3siaWQiOiI3MDAzMDA3NzA1NjIyODcyOCIsInR5cGUiOiJidWlsZGluZyJ9LHsiaWQiOiI5NDMwNDY4MjgxNzYxOTQ1IiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6NS43NTc1MjU5MjA4Njc5MiwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjYwMzQwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDExMDE2MTI1NTIiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6NDl9fQ%3D%3D
Parking,"Керей-Жанибек хандар улица, 558/1",43.21847,76.842083,80.0,100.0,,0.0,True,True,False,False,False,False,False,True,True,False,https://2gis.kz/almaty/firm/70000001089994206?stat=eyJwYXJlbnRUYWJJZCI6IjZlNjBhZjk1LWM4NTQtNGUzMi1hMmNlLTgyZGMzZmNiOGE1NCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjV9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwODk5OTQyMDYiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODQyMDgzLCJsYXQiOjQzLjIxODQ3fSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiNzAwMzAwNzY5MTI1MzM0NTUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiOTQzMDQ2ODI4MTc2MTg3MCIsInR5cGUiOiJwYXJraW5nIn1dLCJyZWxldmFuY2UiOjE0LjkwNDE4NjI0ODc3OTI5NywiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjYwMzQwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwODk5OTQyMDUiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6NX19
Парковка ТРК АДК,"Керей-Жанибек хандар улица, 558/1",43.232309,76.877023,,400.0,1500.0,1.0,True,False,False,False,False,True,False,False,True,False,https://2gis.kz/almaty/firm/70000001054874402?stat=eyJwYXJlbnRUYWJJZCI6IjlkNjBjZjA1LWIyMjQtNDUxYS05ODhiLTAzOWQxMzMxZmE0MSIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjJ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ4NzQ0MDIiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODc3MDIzLCJsYXQiOjQzLjIzMjMwOX0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzAyNDY0Mjk4IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6Ijk0MzA0NjgyODE3NjE3OTMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjozNS41MDY2OTg2MDgzOTg0NCwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjYwMzQwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwNTQ4NzQ0MDEiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6Mn19
Автостоянка,"улица Карасай батыра, 152Б",43.248467,76.906176,25.0,,,5.0,False,False,True,False,False,False,False,False,True,True,https://2gis.kz/almaty/firm/70000001057443788?stat=eyJwYXJlbnRUYWJJZCI6IjZlNjBhZjk1LWM4NTQtNGUzMi1hMmNlLTgyZGMzZmNiOGE1NCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjR9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTc0NDM3ODgiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA2MTc2LCJsYXQiOjQzLjI0ODQ2N30sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDc0MDI4NjY2OTEiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYxNzk1OTg1NTgiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxOS44MTc0NDM4NDc2NTYyNSwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU3NDQzNzg3IiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjR9fQ%3D%3D
Парковка ТРК Mega Center Alma-Ata,"Керей-Жанибек хандар улица, 558/1",43.202048,76.893458,50.0,,,1.0,False,True,False,False,False,False,False,False,True,False,https://2gis.kz/almaty/firm/70000001057445211?stat=eyJwYXJlbnRUYWJJZCI6IjM5ZDYzYmY1LTM2ZGQtNDFjNy05NjFlLTI1MTk4ZThjNzQ2MiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjZ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTc0NDUyMTEiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODkzNDU4LCJsYXQiOjQzLjIwMjA0OH0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzI2NDE5MTAxIiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6IjcwMDMwMDc3MTI4MTg5MDU2IiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6MTQuMDkwNjg1ODQ0NDIxMzg3LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNjAzNDAiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI3MDAwMDAwMTA1NzQ0NTIxMCIsImNvbnRleHRSdWJyaWMiOiI2MDM0MCIsImhhc01vZGVsIjpmYWxzZSwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo2fX0%3D
